model;features;tree_constraints;cross_constraints;valid;invalid
MyDental;[FeatureId[_r], FeatureId[_r_1], FeatureId[_r_1_5_6], FeatureId[_r_1_5_9], FeatureId[_r_1_5_10], FeatureId[_r_2], FeatureId[_r_2_11], FeatureId[_r_3], FeatureId[_r_3_12], FeatureId[_r_3_13_14], FeatureId[_r_3_13_15], FeatureId[_r_4]];8;0;42;4054
Xor Example;[FeatureId[_r], FeatureId[_r_3_4], FeatureId[_r_3_5], FeatureId[_r_3_6], FeatureId[_r_3_7], FeatureId[_r_3_8], FeatureId[_r_9_10], FeatureId[_r_9_11], FeatureId[_r_12], FeatureId[_r_13], FeatureId[_r_14]];3;8;40;2008
XOR NEW;[FeatureId[_r], FeatureId[_r_1], FeatureId[_r_1_2], FeatureId[_r_3], FeatureId[_r_4], FeatureId[_r_5], FeatureId[_r_5_6], FeatureId[_r_7], FeatureId[_r_8], FeatureId[_r_9], FeatureId[_r_10]];3;10;88;1960
Xor Example 2;[FeatureId[_r], FeatureId[_r_1_2], FeatureId[_r_1_5], FeatureId[_r_6_7], FeatureId[_r_6_8], FeatureId[_r_6_9], FeatureId[_r_6_10], FeatureId[_r_6_11], FeatureId[_r_13], FeatureId[_r_14], FeatureId[_r_15]];3;10;72;1976
Sylvain Example;[FeatureId[_r], FeatureId[_r_1_2], FeatureId[_r_1_2_3], FeatureId[_r_1_6], FeatureId[_r_1_7], FeatureId[_r_1_8], FeatureId[_r_1_11], FeatureId[_r_1_11_13], FeatureId[_r_14], FeatureId[_r_15], FeatureId[_r_17]];7;11;10;2038
FM with optional XOR;[FeatureId[_r], FeatureId[_r_7], FeatureId[_r_7_10_11], FeatureId[_r_7_10_19], FeatureId[_r_13_15], FeatureId[_r_13_16], FeatureId[_r_13_17], FeatureId[_r_13_18], FeatureId[_r_13_20], FeatureId[_r_21], FeatureId[_r_22], FeatureId[_r_23]];7;7;21;4075
Final model;[FeatureId[_r], FeatureId[_r_1], FeatureId[_r_2], FeatureId[_r_3], FeatureId[_r_4], FeatureId[_r_4_5_6], FeatureId[_r_4_5_8], FeatureId[_r_10], FeatureId[_r_12], FeatureId[_r_14], FeatureId[_r_15], FeatureId[_r_16]];6;12;11;4085
Sylvain Example;[FeatureId[_r], FeatureId[_r_1], FeatureId[_r_1_2_3], FeatureId[_r_1_2_4], FeatureId[_r_6], FeatureId[_r_7], FeatureId[_r_8], FeatureId[_r_9], FeatureId[_r_10], FeatureId[_r_12], FeatureId[_r_13], FeatureId[_r_14]];6;12;11;4085
ROOT;[FeatureId[_r], FeatureId[_r_1], FeatureId[_r_2], FeatureId[_r_3], FeatureId[_r_4], FeatureId[_r_5], FeatureId[_r_6], FeatureId[_r_7], FeatureId[_r_8], FeatureId[_r_9], FeatureId[_r_10]];4;1;96;1952
Toko;[FeatureId[_r], FeatureId[_r_1], FeatureId[_r_2], FeatureId[_r_14], FeatureId[_r_14_16], FeatureId[_r_14_17], FeatureId[_r_14_18], FeatureId[_r_15], FeatureId[_r_15_19], FeatureId[_r_15_19_11], FeatureId[_r_15_19_11_12], FeatureId[_r_15_19_13], FeatureId[_r_15_20], FeatureId[__r_15], FeatureId[__r_15_19], FeatureId[__r_15_19_11], FeatureId[__r_15_19_11_12], FeatureId[__r_15_19_13], FeatureId[__r_15_20]];9;0;1600;522688
NovoSiga;[FeatureId[_r], FeatureId[_r_1], FeatureId[_r_1_10_11], FeatureId[_r_1_10_12], FeatureId[_r_1_10_12_15_16], FeatureId[_r_1_10_12_15_17], FeatureId[_r_18], FeatureId[_r_19], FeatureId[_r_20], FeatureId[_r_22], FeatureId[_r_23]];7;1;20;2028
Siga;[FeatureId[_r], FeatureId[_r_1], FeatureId[_r_1_2], FeatureId[_r_1_2_3_4], FeatureId[_r_1_2_3_7], FeatureId[_r_1_2_3_8], FeatureId[_r_1_12], FeatureId[_r_1_12_13_14], FeatureId[_r_1_12_13_15], FeatureId[_r_1_12_13_16], FeatureId[_r_17], FeatureId[_r_18], FeatureId[_r_18_19], FeatureId[_r_18_19_30_31], FeatureId[_r_18_19_30_32], FeatureId[_r_18_19_30_33], FeatureId[_r_18_20], FeatureId[_r_18_20_23_24], FeatureId[_r_18_20_23_25]];12;5;192;524096
SIGA-lctf-fta;[FeatureId[_r], FeatureId[_r_2], FeatureId[_r_3], FeatureId[_r_4], FeatureId[_r_5], FeatureId[_r_5_6_7], FeatureId[_r_5_6_10], FeatureId[_r_5_6_11], FeatureId[_r_12], FeatureId[_r_12_15_16], FeatureId[_r_12_15_16_17_18], FeatureId[_r_12_15_16_17_19], FeatureId[_r_12_15_21], FeatureId[_r_13], FeatureId[_r_14], FeatureId[_r_14_22], FeatureId[_r_20]];12;0;196;130876
MobilePhone;[FeatureId[_r], FeatureId[_r_1], FeatureId[_r_1_2_3], FeatureId[_r_1_2_4], FeatureId[_r_5], FeatureId[_r_6], FeatureId[_r_7], FeatureId[_r_7_8_9], FeatureId[_r_7_8_10], FeatureId[_r_7_8_11], FeatureId[_r_13], FeatureId[_r_14], FeatureId[_r_14_15_16], FeatureId[_r_14_15_16_18_19], FeatureId[_r_14_15_16_18_20], FeatureId[_r_14_15_17]];10;2;168;65368
a;[FeatureId[_r], FeatureId[_r_1], FeatureId[_r_1_2_3], FeatureId[_r_1_2_4], FeatureId[_r_1_2_4_6_7], FeatureId[_r_1_2_4_6_8], FeatureId[_r_1_2_4_6_9], FeatureId[_r_1_2_5], FeatureId[_r_10], FeatureId[_r_10_11_12], FeatureId[_r_10_11_12_15_16], FeatureId[_r_10_11_12_15_17], FeatureId[_r_10_11_13], FeatureId[_r_10_11_14], FeatureId[_r_10_11_14_18_19], FeatureId[_r_10_11_14_18_20]];11;0;558;64978
Computer Selection;[FeatureId[_r], FeatureId[_r_1], FeatureId[_r_1_3], FeatureId[_r_1_4], FeatureId[_r_2], FeatureId[_r_2_5], FeatureId[_r_2_6], FeatureId[_r_2_7], FeatureId[_r_2_8], FeatureId[_r_2_9]];9;0;2;1022
Pruebas Booleanas;[FeatureId[_r], FeatureId[_r_1], FeatureId[_r_1_2_3], FeatureId[_r_1_4_5], FeatureId[_r_6], FeatureId[_r_6_7_8], FeatureId[_r_6_9_10], FeatureId[_r_11], FeatureId[_r_12], FeatureId[_r_13], FeatureId[_r_14], FeatureId[_r_15_16], FeatureId[_r_15_20], FeatureId[_r_17_18], FeatureId[_r_17_19]];12;0;24;32744
asdsfa ewtwwe;[FeatureId[_r], FeatureId[_r_1], FeatureId[_r_2_3], FeatureId[_r_2_4], FeatureId[_r_2_5], FeatureId[_r_6], FeatureId[_r_7_8], FeatureId[_r_9], FeatureId[_r_10], FeatureId[_r_11], FeatureId[_r_12]];7;1;12;2036
Rotary_Element;[FeatureId[_r], FeatureId[_r_1], FeatureId[_r_1_9], FeatureId[_r_1_9_10_11], FeatureId[_r_1_9_10_12], FeatureId[_r_1_13], FeatureId[_r_1_13_14], FeatureId[_r_1_13_16], FeatureId[_r_5], FeatureId[_r_8]];7;0;12;1012
AGORA;[FeatureId[_r], FeatureId[_r_1], FeatureId[_r_1_5], FeatureId[_r_1_5_15_16], FeatureId[_r_1_5_15_17], FeatureId[_r_1_18_19], FeatureId[_r_1_18_20], FeatureId[_r_3], FeatureId[_r_3_21], FeatureId[_r_3_22_23], FeatureId[_r_3_22_24], FeatureId[_r_3_22_24_26], FeatureId[_r_4], FeatureId[_r_4_25]];10;0;120;16264
Website;[FeatureId[_r], FeatureId[_r_1], FeatureId[_r_2], FeatureId[_r_2_3], FeatureId[_r_2_5], FeatureId[_r_2_6], FeatureId[_r_2_7], FeatureId[_r_2_8], FeatureId[_r_2_9], FeatureId[_r_2_10], FeatureId[_r_2_11]];5;0;64;1984
E-Shop, magister2014;[FeatureId[_r], FeatureId[_r_1], FeatureId[_r_2], FeatureId[_r_2_5_6], FeatureId[_r_2_5_7], FeatureId[_r_3], FeatureId[_r_3_8_9], FeatureId[_r_3_8_10], FeatureId[_r_4], FeatureId[_r_4_11]];7;0;18;1006
eshop;[FeatureId[_r], FeatureId[_r_1], FeatureId[_r_2], FeatureId[_r_2_5_6], FeatureId[_r_2_5_7], FeatureId[_r_3], FeatureId[_r_3_8_9], FeatureId[_r_3_8_10], FeatureId[_r_4], FeatureId[_r_4_11]];7;2;9;1015
Magister 2014-ROLOG;[FeatureId[_r], FeatureId[_r_1], FeatureId[_r_2], FeatureId[_r_3], FeatureId[_r_4], FeatureId[_r_5], FeatureId[_r_6], FeatureId[_r_7], FeatureId[_r_8], FeatureId[_r_9], FeatureId[_r_10], FeatureId[_r_10_11_12], FeatureId[_r_10_11_13]];7;0;96;8096
Nudelsalat;[FeatureId[_r], FeatureId[_r_1_2], FeatureId[_r_1_5], FeatureId[_r_1_6], FeatureId[_r_1_7], FeatureId[_r_1_8], FeatureId[_r_1_9], FeatureId[_r_10], FeatureId[_r_10_11], FeatureId[_r_10_12]];4;0;12;1012
MK Andes;[FeatureId[_r], FeatureId[_r_1], FeatureId[_r_1_5], FeatureId[_r_1_6], FeatureId[_r_2], FeatureId[_r_2_7], FeatureId[_r_2_8], FeatureId[_r_2_10], FeatureId[_r_2_11], FeatureId[_r_4]];8;0;4;1020
MISO Uniandes 201411102;[FeatureId[_r], FeatureId[_r_1], FeatureId[_r_1_2], FeatureId[_r_1_3], FeatureId[_r_1_4], FeatureId[_r_5], FeatureId[_r_5_6], FeatureId[_r_5_7], FeatureId[_r_5_8], FeatureId[_r_9], FeatureId[_r_9_10], FeatureId[_r_9_11], FeatureId[_r_9_12], FeatureId[_r_9_13], FeatureId[_r_14], FeatureId[_r_14_15], FeatureId[_r_14_16]];11;0;120;130952
MarketPlace-Sample;[FeatureId[_r], FeatureId[_r_1], FeatureId[_r_1_6], FeatureId[_r_1_7], FeatureId[_r_1_8], FeatureId[_r_1_9], FeatureId[_r_1_10], FeatureId[_r_2], FeatureId[_r_3], FeatureId[_r_4], FeatureId[_r_4_11], FeatureId[_r_4_12], FeatureId[_r_4_13]];12;0;3;8189
1;[FeatureId[_r], FeatureId[_r_1], FeatureId[_r_1_6], FeatureId[_r_2], FeatureId[_r_3], FeatureId[_r_4], FeatureId[_r_5], FeatureId[_r_5_8_9], FeatureId[_r_5_8_12], FeatureId[_r_5_8_13], FeatureId[_r_7]];7;1;14;2034
teste;[FeatureId[_r], FeatureId[_r_1], FeatureId[_r_1_4], FeatureId[_r_1_4_5_6], FeatureId[_r_1_4_5_7], FeatureId[_r_2], FeatureId[_r_2_8], FeatureId[_r_2_8_9_10], FeatureId[_r_2_8_9_11], FeatureId[_r_3], FeatureId[_r_3_12], FeatureId[_r_3_12_13_14], FeatureId[_r_3_12_13_18]];10;0;12;8180
SPL Studies;[FeatureId[_r], FeatureId[_r_1_2], FeatureId[_r_1_5], FeatureId[_r_1_15], FeatureId[_r_1_15_16], FeatureId[_r_1_21], FeatureId[_r_1_22], FeatureId[_r_17], FeatureId[_r_18_19], FeatureId[_r_18_20]];6;0;62;962
SPL Studies;[FeatureId[_r], FeatureId[_r_1_2], FeatureId[_r_1_2_20_21], FeatureId[_r_1_2_20_21_23], FeatureId[_r_1_2_20_21_24], FeatureId[_r_1_2_20_22], FeatureId[_r_1_5], FeatureId[_r_1_9], FeatureId[_r_15_16], FeatureId[_r_15_16_25], FeatureId[_r_15_17], FeatureId[_r_15_17_26], FeatureId[_r_15_18]];11;0;45;8147
Middle Office;[FeatureId[_r], FeatureId[_r_1], FeatureId[_r_2], FeatureId[_r_2_3], FeatureId[_r_2_4], FeatureId[_r_5], FeatureId[_r_6], FeatureId[_r_7], FeatureId[_r_7_8], FeatureId[_r_7_8_11], FeatureId[_r_7_8_12], FeatureId[_r_7_9], FeatureId[_r_7_9_13], FeatureId[_r_7_10], FeatureId[_r_7_10_14], FeatureId[_r_7_10_15]];15;0;2;65534
ReallyConsistentQuestion;[FeatureId[_r], FeatureId[_r_1_2], FeatureId[_r_1_2_4], FeatureId[_r_1_2_4_5_6], FeatureId[_r_1_2_4_5_6_17], FeatureId[_r_1_2_4_5_6_18], FeatureId[_r_1_2_4_5_7], FeatureId[_r_1_2_4_5_7_8], FeatureId[_r_1_2_4_5_7_9], FeatureId[_r_1_2_4_5_7_9_10], FeatureId[_r_1_3], FeatureId[_r_1_3_11], FeatureId[_r_1_3_11_12_13], FeatureId[_r_1_3_11_12_13_15], FeatureId[_r_1_3_11_12_13_15_19], FeatureId[_r_1_3_11_12_13_16], FeatureId[_r_1_3_11_12_14], FeatureId[_r_1_3_11_12_14_20], FeatureId[_r_1_3_11_12_14_20_22], FeatureId[_r_1_3_11_12_14_21]];23;0;4;1048572
SHIFT QAs;[FeatureId[_r], FeatureId[_r_1], FeatureId[_r_1_3_4], FeatureId[_r_1_3_5], FeatureId[_r_1_3_6], FeatureId[_r_1_3_6_7_8], FeatureId[_r_1_3_6_7_9], FeatureId[_r_2], FeatureId[_r_2_10], FeatureId[_r_2_10_12_13], FeatureId[_r_2_10_12_14], FeatureId[_r_2_11], FeatureId[_r_2_11_15_16], FeatureId[_r_2_11_15_17]];10;0;24;16360
COBI;[FeatureId[_r], FeatureId[_r_1], FeatureId[_r_1_9], FeatureId[_r_1_9_11], FeatureId[_r_1_9_12], FeatureId[_r_1_10], FeatureId[_r_6], FeatureId[_r_53], FeatureId[_r_54], FeatureId[_r_55], FeatureId[_r_55_56_57], FeatureId[_r_55_56_58], FeatureId[_r_39], FeatureId[_r_39_40_41], FeatureId[_r_39_40_41_44_45], FeatureId[_r_39_40_41_44_46], FeatureId[_r_39_40_42], FeatureId[_r_39_40_42_49_50], FeatureId[_r_39_40_42_49_51], FeatureId[_r_39_40_43]];14;0;992;1047584
E-commerce system1;[FeatureId[_r], FeatureId[_r_1], FeatureId[_r_1_3], FeatureId[_r_1_4], FeatureId[_r_1_4_5], FeatureId[_r_1_4_6], FeatureId[_r_1_4_7], FeatureId[_r_1_4_8], FeatureId[_r_2], FeatureId[_r_2_9], FeatureId[_r_2_10], FeatureId[_r_2_11]];11;0;3;4093
FeatureModelName;[FeatureId[_r], FeatureId[_r_1], FeatureId[_r_2], FeatureId[_r_3_5], FeatureId[_r_3_6], FeatureId[_r_7_8], FeatureId[_r_7_13], FeatureId[_r_14], FeatureId[_r_15], FeatureId[_r_16], FeatureId[_r_17], FeatureId[_r_18]];9;1;8;4088
Telefono;[FeatureId[_r], FeatureId[_r_1], FeatureId[_r_2], FeatureId[_r_3], FeatureId[_r_3_17_21], FeatureId[_r_3_17_22], FeatureId[_r_3_17_23], FeatureId[_r_16], FeatureId[_r_16_24_25], FeatureId[_r_16_24_26]];6;3;7;1017
BuurtPensioen;[FeatureId[_r], FeatureId[_r_1], FeatureId[_r_1_3], FeatureId[_r_1_3_9_10], FeatureId[_r_1_3_9_10_12_13], FeatureId[_r_1_3_9_10_12_14], FeatureId[_r_1_3_9_10_12_15], FeatureId[_r_1_3_9_10_12_16], FeatureId[_r_1_3_9_11], FeatureId[_r_1_3_9_11_17_18], FeatureId[_r_1_3_9_11_17_19], FeatureId[_r_1_3_9_11_17_20], FeatureId[_r_1_4], FeatureId[_r_1_5], FeatureId[_r_1_5_6_7], FeatureId[_r_1_5_6_8], FeatureId[_r_2]];10;0;1524;129548
Mobile Phone;[FeatureId[_r], FeatureId[_r_1], FeatureId[_r_2], FeatureId[_r_2_5_6], FeatureId[_r_2_5_7], FeatureId[_r_2_5_8], FeatureId[_r_3], FeatureId[_r_3_9_10], FeatureId[_r_3_9_11], FeatureId[_r_4]];6;2;14;1010
jjjjj;[FeatureId[_r], FeatureId[_r_1], FeatureId[_r_2], FeatureId[_r_2_5_6], FeatureId[_r_2_5_10], FeatureId[_r_2_5_11], FeatureId[_r_3], FeatureId[_r_3_12_13], FeatureId[_r_3_12_14], FeatureId[_r_4]];6;2;18;1006
erewr;[FeatureId[_r], FeatureId[_r_1], FeatureId[_r_2], FeatureId[_r_3_4], FeatureId[_r_3_4_5], FeatureId[_r_3_4_5_6], FeatureId[_r_3_4_5_7], FeatureId[_r_3_4_5_7_8], FeatureId[_r_3_4_5_7_9], FeatureId[_r_3_4_5_7_9_10], FeatureId[_r_11_12]];9;0;24;2024
Webshop_SPLE2014_Chalmers;[FeatureId[_r], FeatureId[_r_1], FeatureId[_r_2], FeatureId[_r_2_5_6], FeatureId[_r_2_5_7], FeatureId[_r_3], FeatureId[_r_3_8_9], FeatureId[_r_3_8_10], FeatureId[_r_4], FeatureId[_r_11], FeatureId[_r_12]];8;1;8;2040
BSS_CS5702_G3;[FeatureId[_r], FeatureId[_r_1], FeatureId[_r_1_6], FeatureId[_r_1_6_7], FeatureId[_r_1_8], FeatureId[_r_2], FeatureId[_r_2_9], FeatureId[_r_2_10], FeatureId[_r_3], FeatureId[_r_3_11_12], FeatureId[_r_3_13_14], FeatureId[_r_4], FeatureId[_r_4_15], FeatureId[_r_5]];11;0;8;16376
Content;[FeatureId[_r], FeatureId[_r_1], FeatureId[_r_1_4_5], FeatureId[_r_1_4_10], FeatureId[_r_1_4_11], FeatureId[_r_2], FeatureId[_r_2_12_13], FeatureId[_r_2_12_14], FeatureId[_r_2_12_15], FeatureId[_r_3], FeatureId[_r_3_16_17], FeatureId[_r_3_16_18]];7;2;91;4005
Attempt of mine;[FeatureId[_r], FeatureId[_r_1], FeatureId[_r_1_4_5], FeatureId[_r_1_4_6], FeatureId[_r_2], FeatureId[_r_2_7_8], FeatureId[_r_2_7_9], FeatureId[_r_2_7_10], FeatureId[_r_2_7_11], FeatureId[_r_3], FeatureId[_r_3_12_13], FeatureId[_r_3_12_14]];7;2;132;3964
Content;[FeatureId[_r], FeatureId[_r_1], FeatureId[_r_1_4_5], FeatureId[_r_1_4_6], FeatureId[_r_1_4_7], FeatureId[_r_2], FeatureId[_r_2_8_9], FeatureId[_r_2_8_10], FeatureId[_r_2_8_11], FeatureId[_r_3], FeatureId[_r_3_12_13], FeatureId[_r_3_12_14]];7;2;45;4051
Content model;[FeatureId[_r], FeatureId[_r_1], FeatureId[_r_1_4_5], FeatureId[_r_1_4_6], FeatureId[_r_1_4_7], FeatureId[_r_2], FeatureId[_r_2_8_9], FeatureId[_r_2_8_10], FeatureId[_r_2_8_11], FeatureId[_r_13], FeatureId[_r_13_14_15], FeatureId[_r_13_14_16]];7;2;91;4005
Content;[FeatureId[_r], FeatureId[_r_1], FeatureId[_r_1_4_5], FeatureId[_r_1_4_8], FeatureId[_r_1_4_9], FeatureId[_r_2], FeatureId[_r_2_10_11], FeatureId[_r_2_10_12], FeatureId[_r_2_10_13], FeatureId[_r_3], FeatureId[_r_3_14_15], FeatureId[_r_3_14_16], FeatureId[_r_3_14_17]];7;1;231;7961
eLearning ways;[FeatureId[_r], FeatureId[_r_1], FeatureId[_r_1_4], FeatureId[_r_1_6], FeatureId[_r_2], FeatureId[_r_2_7], FeatureId[_r_2_8], FeatureId[_r_2_9], FeatureId[_r_3], FeatureId[_r_3_10], FeatureId[_r_3_13], FeatureId[_r_3_14]];4;1;397;3699
celular;[FeatureId[_r], FeatureId[_r_3], FeatureId[_r_4], FeatureId[_r_5], FeatureId[_r_5_6_7], FeatureId[_r_5_6_8], FeatureId[_r_5_6_9], FeatureId[_r_10], FeatureId[_r_10_11_12], FeatureId[_r_10_11_13]];6;2;11;1013
e-commerce;[FeatureId[_r], FeatureId[_r_1], FeatureId[_r_1_5_6], FeatureId[_r_1_5_9], FeatureId[_r_1_5_10], FeatureId[_r_2], FeatureId[_r_2_11_12], FeatureId[_r_2_11_13], FeatureId[_r_2_11_14], FeatureId[_r_2_11_14_16], FeatureId[_r_2_11_14_17], FeatureId[_r_2_11_14_18], FeatureId[_r_2_11_15], FeatureId[_r_3], FeatureId[_r_4]];8;0;213;32555
LscSpecSemantics;[FeatureId[_r], FeatureId[_r_1], FeatureId[_r_1_12_13], FeatureId[_r_1_12_14], FeatureId[_r_2], FeatureId[_r_2_9_10], FeatureId[_r_2_9_11], FeatureId[_r_3], FeatureId[_r_3_5_6], FeatureId[_r_3_5_8], FeatureId[_r_4], FeatureId[_r_4_15], FeatureId[_r_4_15_18_19], FeatureId[_r_4_15_18_20], FeatureId[_r_4_17], FeatureId[_r_4_17_21_22], FeatureId[_r_4_17_21_23]];12;0;40;131032
Topology;[FeatureId[_r], FeatureId[_r_1], FeatureId[_r_1_4_5], FeatureId[_r_1_4_6], FeatureId[_r_2], FeatureId[_r_2_7_8], FeatureId[_r_2_7_9], FeatureId[_r_2_7_10], FeatureId[_r_3], FeatureId[_r_3_11_12], FeatureId[_r_3_11_13], FeatureId[_r_3_11_14]];7;1;16;4080
Stamppy;[FeatureId[_r], FeatureId[_r_1], FeatureId[_r_1_3_4], FeatureId[_r_1_3_5], FeatureId[_r_1_3_6], FeatureId[_r_1_12], FeatureId[_r_7], FeatureId[_r_7_8], FeatureId[_r_9], FeatureId[_r_9_10], FeatureId[_r_9_11], FeatureId[_r_9_13], FeatureId[_r_9_14]];9;0;28;8164
Lampiro;[FeatureId[_r], FeatureId[_r_1], FeatureId[_r_2], FeatureId[_r_3], FeatureId[_r_4], FeatureId[_r_5], FeatureId[_r_6], FeatureId[_r_6_13], FeatureId[_r_6_14], FeatureId[_r_6_15], FeatureId[_r_6_16], FeatureId[_r_6_17], FeatureId[_r_6_18], FeatureId[_r_6_19], FeatureId[_r_7], FeatureId[_r_8], FeatureId[_r_9], FeatureId[_r_10], FeatureId[_r_11], FeatureId[_r_12]];2;14;2048;1046528
search-engine;[FeatureId[_r], FeatureId[_r_1], FeatureId[_r_2], FeatureId[_r_2_3], FeatureId[_r_2_4], FeatureId[_r_2_4_7_8], FeatureId[_r_2_4_7_9], FeatureId[_r_2_5], FeatureId[_r_10], FeatureId[_r_12_13], FeatureId[_r_12_14], FeatureId[_r_12_15], FeatureId[_r_16]];6;2;108;8084
poker spl;[FeatureId[_r], FeatureId[_r_1], FeatureId[_r_2], FeatureId[_r_3], FeatureId[_r_3_8_9], FeatureId[_r_3_8_10], FeatureId[_r_3_8_11], FeatureId[_r_4], FeatureId[_r_4_5], FeatureId[_r_4_5_6], FeatureId[_r_4_7]];7;0;21;2027
Bandymas;[FeatureId[_r], FeatureId[_r_1], FeatureId[_r_1_4_5], FeatureId[_r_1_4_6], FeatureId[_r_2], FeatureId[_r_2_10], FeatureId[_r_2_11], FeatureId[_r_3], FeatureId[_r_3_12_13], FeatureId[_r_3_12_14]];6;2;18;1006
ComputationalThinking;[FeatureId[_r], FeatureId[_r_1], FeatureId[_r_1_3], FeatureId[_r_1_4], FeatureId[_r_1_5], FeatureId[_r_1_6], FeatureId[_r_1_7], FeatureId[_r_1_8], FeatureId[_r_1_9], FeatureId[_r_1_10], FeatureId[_r_1_11], FeatureId[_r_2], FeatureId[_r_2_12_13], FeatureId[_r_2_12_14], FeatureId[_r_2_12_15], FeatureId[_r_2_12_16], FeatureId[_r_2_12_17], FeatureId[_r_2_12_18]];13;0;6;262138
testmodel1;[FeatureId[_r], FeatureId[_r_1], FeatureId[_r_1_6_7], FeatureId[_r_1_6_7_20_21], FeatureId[_r_1_6_7_20_22], FeatureId[_r_1_6_7_20_23], FeatureId[_r_1_6_8], FeatureId[_r_1_6_24], FeatureId[_r_9], FeatureId[_r_9_12_13], FeatureId[_r_9_12_14], FeatureId[_r_9_12_15], FeatureId[_r_16], FeatureId[_r_16_17_18], FeatureId[_r_16_17_19]];9;1;18;32750
r;[FeatureId[_r], FeatureId[_r_1], FeatureId[_r_1_2], FeatureId[_r_1_3], FeatureId[_r_4], FeatureId[_r_5_6], FeatureId[_r_5_7], FeatureId[_r_5_8], FeatureId[_r_11_12], FeatureId[_r_11_13], FeatureId[_r_11_14]];6;0;84;1964
Smart-phone;[FeatureId[_r], FeatureId[_r_1], FeatureId[_r_1_5], FeatureId[_r_1_6], FeatureId[_r_1_7], FeatureId[_r_1_9], FeatureId[_r_1_10], FeatureId[_r_2], FeatureId[_r_2_3], FeatureId[_r_2_3_13_14], FeatureId[_r_2_3_13_15], FeatureId[_r_2_4], FeatureId[_r_2_4_16_17], FeatureId[_r_2_4_16_19]];10;2;8;16376
E-shop;[FeatureId[_r], FeatureId[_r_1], FeatureId[_r_2], FeatureId[_r_2_6_7], FeatureId[_r_2_6_8], FeatureId[_r_2_6_11], FeatureId[_r_3], FeatureId[_r_3_9_10], FeatureId[_r_3_9_11], FeatureId[_r_5], FeatureId[_r_5_13]];7;2;29;2019
Javed Test 2;[FeatureId[_r], FeatureId[_r_3], FeatureId[_r_3_11_12], FeatureId[_r_3_11_13], FeatureId[_r_3_11_14], FeatureId[_r_4], FeatureId[_r_4_22], FeatureId[_r_4_22_24_25], FeatureId[_r_4_22_24_26], FeatureId[_r_4_23], FeatureId[_r_15], FeatureId[_r_16], FeatureId[_r_17]];6;0;448;7744
Dynamic Software Product Lines for Service-Based Systems;[FeatureId[_r], FeatureId[_r_1], FeatureId[_r_1_2], FeatureId[_r_1_5], FeatureId[_r_1_6], FeatureId[_r_7], FeatureId[_r_7_8], FeatureId[_r_7_10], FeatureId[_r_7_11], FeatureId[_r_12], FeatureId[_r_13], FeatureId[_r_13_14], FeatureId[_r_13_15], FeatureId[_r_16], FeatureId[_r_16_17], FeatureId[_r_16_18], FeatureId[_r_19], FeatureId[_r_19_20], FeatureId[_r_19_21], FeatureId[_r_19_22]];16;6;18;1048558
robot experiment;[FeatureId[_r], FeatureId[_r_1], FeatureId[_r_1_2], FeatureId[_r_1_3], FeatureId[_r_1_5], FeatureId[_r_1_5_6_7], FeatureId[_r_1_5_6_8], FeatureId[_r_1_5_6_8_9], FeatureId[_r_10], FeatureId[_r_11], FeatureId[_r_11_13], FeatureId[_r_11_13_16], FeatureId[_r_11_14], FeatureId[_r_11_15], FeatureId[_r_12]];13;2;10;32758
test 3;[FeatureId[_r], FeatureId[_r_1], FeatureId[_r_1_3_5], FeatureId[_r_1_3_6], FeatureId[_r_1_3_10], FeatureId[_r_2], FeatureId[_r_2_7_8], FeatureId[_r_2_7_9], FeatureId[_r_2_7_12], FeatureId[_r_11]];5;1;32;992
IoT-MPL;[FeatureId[_r], FeatureId[_r_1], FeatureId[_r_1_3], FeatureId[_r_1_3_5_6], FeatureId[_r_1_3_5_7], FeatureId[_r_1_3_5_8], FeatureId[_r_1_3_5_9], FeatureId[_r_1_4], FeatureId[_r_1_4_10_11], FeatureId[_r_1_4_10_12], FeatureId[_r_2], FeatureId[_r_2_13], FeatureId[_r_2_13_16], FeatureId[_r_2_13_17], FeatureId[_r_2_14], FeatureId[_r_2_15]];10;0;180;65356
Tienda Virtual PUJ;[FeatureId[_r], FeatureId[_r_1], FeatureId[_r_1_4], FeatureId[_r_1_6], FeatureId[_r_1_7], FeatureId[_r_1_7_9], FeatureId[_r_1_7_24_25], FeatureId[_r_1_7_24_26], FeatureId[_r_1_7_24_27], FeatureId[_r_1_23], FeatureId[_r_1_28], FeatureId[_r_2], FeatureId[_r_3], FeatureId[_r_3_17], FeatureId[_r_3_19], FeatureId[_r_3_20], FeatureId[_r_3_21]];7;0;816;130256
Proceso Analisis;[FeatureId[_r], FeatureId[_r_18], FeatureId[_r_18_20], FeatureId[_r_18_21], FeatureId[_r_18_21_28_29], FeatureId[_r_18_21_28_29_31], FeatureId[_r_18_21_28_29_32], FeatureId[_r_18_21_28_30], FeatureId[_r_18_21_28_30_33], FeatureId[_r_18_21_28_30_34], FeatureId[_r_18_21_28_30_35], FeatureId[_r_18_21_28_30_37], FeatureId[_r_19], FeatureId[_r_19_38], FeatureId[_r_19_40]];12;3;5;32763
